Sensor ,Unit ID,Time,lat,lon,alt,PM_1,PM_2.5,PM_4,PM_10,TSP,Status
MESSKIT0R,UNIT5,9/24/2018 11:28,36.49554083,-119.3856107,102,2.4,27.5,61.8,180.1,188.7,0
MESSKIT0R,UNIT5,9/24/2018 11:29,36.49582867,-119.385665,94,2.2,15.6,33.7,83.6,87.3,0
MESSKIT0R,UNIT5,9/24/2018 11:30,36.49584917,-119.3851923,98,2.5,17,31.5,67,68.9,0
MESSKIT0R,UNIT5,9/24/2018 11:31,36.49584,-119.3839973,99,2.2,12.4,29.4,72.8,75.9,0
MESSKIT0R,UNIT5,9/24/2018 11:32,36.49583,-119.3826107,97,2.2,15.3,30.8,71.5,73.3,0
MESSKIT0R,UNIT5,9/24/2018 11:33,36.4955075,-119.3819205,93,2.1,12.7,29.6,85.6,90.5,0
MESSKIT02,UNIT4,9/25/2018 9:21,36.49487583,-119.3820922,83,2.3,7.3,74.6,298.1,317.2,0
MESSKIT0R,UNIT5,9/25/2018 9:21,36.49516017,-119.3819858,91,2.2,17,46.8,133.3,141.3,0
MESSKIT0R,UNIT5,9/25/2018 9:22,36.49516567,-119.3825348,95,2.2,15.5,43.1,116.8,118.7,0
MESSKIT0R,UNIT5,9/25/2018 9:23,36.495145,-119.3832698,96,2.3,16.8,45.5,128.9,138.2,0
MESSKIT0R,UNIT5,9/25/2018 9:24,36.49515,-119.3842368,95,2.2,19.5,53.9,170.3,177.1,0
MESSKIT0R,UNIT5,9/25/2018 9:25,36.49515283,-119.3851765,106,2.3,22.3,55.7,158,166.6,0
MESSKIT02,UNIT4,9/25/2018 9:26,36.49481783,-119.3847083,81,2.3,19.2,53.2,167.6,178.7,0
MESSKIT0R,UNIT5,9/25/2018 9:26,36.49501467,-119.3855898,107,2.2,17.8,43.7,107.1,109.6,0
MESSKIT02,UNIT4,9/25/2018 9:27,36.4948555,-119.3829825,93,2.4,7.8,73,321.5,346.1,0
MESSKIT0R,UNIT5,9/25/2018 9:27,36.49485933,-119.3849482,113,2.2,15.4,40.6,102.7,108.3,0
MESSKIT02,UNIT4,9/25/2018 9:28,36.49511583,-119.3819665,87,2.4,4.8,117.7,443.1,465.9,0
MESSKIT0R,UNIT5,9/25/2018 9:28,36.495195,-119.3832563,129,2.3,16,44.2,124.4,126.9,0
MESSKIT02,UNIT4,9/25/2018 9:29,36.49511333,-119.3819767,88,2.6,2.6,64.4,604.8,644.9,0
MESSKIT0R,UNIT5,9/25/2018 9:29,36.49538517,-119.3824443,108,2.2,2.2,82.3,409.1,441.7,0
MESSKIT0R,UNIT5,9/25/2018 9:30,36.49537283,-119.3823535,94,2.3,16.9,47.2,135.4,137.2,0
MESSKIT02,UNIT4,9/25/2018 9:31,36.49554083,-119.3822555,90,5.9,5.9,812.1,7808.3,8580,0
MESSKIT02,UNIT4,9/25/2018 9:32,36.4955425,-119.382995,87,4.5,201.6,230.5,305,311.8,0
MESSKIT02,UNIT4,9/25/2018 9:35,36.495583,-119.3849388,87,2.6,37.7,92.4,292.1,315,0
MESSKIT02,UNIT4,9/25/2018 9:36,36.495653,-119.384082,96,2.7,18.3,68.7,255.1,278.5,0
MESSKIT02,UNIT4,9/25/2018 9:41,36.49560781,-119.3822743,89,3.4,30.5,102,339.1,374.9,0
MESSKIT02,UNIT4,9/25/2018 9:42,36.49562867,-119.3822725,81,2.4,17.3,67.9,298.6,329.5,0
MESSKIT02,UNIT4,9/25/2018 9:43,36.49529533,-119.382817,81,2.3,17.2,63.7,237.7,247.6,0
MESSKIT02,UNIT4,9/25/2018 9:47,36.495316,-119.3849865,85,2.3,13.7,101.2,475.3,526.4,0
MESSKIT02,UNIT4,9/25/2018 10:04,36.49568683,-119.3819438,89,14.1,323.4,471.7,1179,1306.6,0
MESSKIT02,UNIT4,9/25/2018 10:05,36.49589183,-119.3827328,88,9.8,9.8,9.8,12626,15171.6,0
MESSKIT02,UNIT4,9/25/2018 10:06,36.49592533,-119.3833342,85,2.7,2.7,15,1037.4,1183.5,0
MESSKIT02,UNIT4,9/25/2018 10:07,36.495964,-119.3843135,86,3.2,12,108.4,627.9,706.1,0
MESSKIT02,UNIT4,9/25/2018 10:08,36.49598067,-119.3849433,86,2.8,2.8,2.8,2203.2,2796.1,0
MESSKIT02,UNIT4,9/25/2018 10:09,36.4959945,-119.3855322,84,2.5,2.5,2.5,1339.2,1650.4,0
MESSKIT02,UNIT4,9/25/2018 10:10,36.49598633,-119.3855995,84,3.8,33.9,184.9,1096,1220.5,0
MESSKIT02,UNIT4,9/25/2018 10:11,36.4959485,-119.3852025,92,3.1,19.5,85.1,307.1,328.6,0
MESSKIT02,UNIT4,9/25/2018 10:12,36.4957675,-119.3847073,95,3.2,23,78.4,283.7,310.2,0
MESSKIT02,UNIT4,9/25/2018 10:13,36.49546467,-119.3846872,120,3.2,27.8,79.8,265,290.2,0
MESSKIT02,UNIT4,9/25/2018 10:17,36.4957625,-119.3821717,80,3.2,3.2,3.2,1395.6,1694.6,0
MESSKIT02,UNIT4,9/25/2018 10:18,36.49586667,-119.3821408,85,3.3,23.9,87.4,340.5,374.4,0
MESSKIT02,UNIT4,9/25/2018 10:19,36.495947,-119.381927,86,3.1,21.8,71.2,257.1,284.8,0
MESSKIT02,UNIT4,9/25/2018 10:20,36.4955825,-119.3819217,84,3.1,22.9,72.3,241.6,260.7,0
MESSKIT02,UNIT4,9/25/2018 10:28,36.49579833,-119.381889,81,6.1,36.7,691.3,3844.2,4475.4,0
MESSKIT02,UNIT4,9/25/2018 10:29,36.495956,-119.3826663,82,4.2,4.2,86.5,1698.3,1978.2,0
MESSKIT02,UNIT4,9/25/2018 10:30,36.49601067,-119.3834333,85,6.4,6.4,6.4,4636.3,6082.8,0
MESSKIT02,UNIT4,9/25/2018 10:31,36.49602117,-119.384062,87,4,35.5,94.9,419.9,470.5,0
MESSKIT02,UNIT4,9/25/2018 10:32,36.49603167,-119.3849123,89,4.1,53.1,113.8,425.5,479.8,0
MESSKIT02,UNIT4,9/25/2018 10:33,36.49603483,-119.385552,87,7.2,340.7,398,646.1,691.1,0
MESSKIT02,UNIT4,9/25/2018 10:35,36.496201,-119.3820398,81,3.9,34.6,89,298.1,332,0
MESSKIT02,UNIT4,9/25/2018 10:36,36.49620883,-119.3814375,83,3.7,20.4,64.9,208.6,220.9,0
MESSKIT02,UNIT4,9/25/2018 11:41,36.49591383,-119.3827465,85,6.6,6.6,6.6,2036.7,2603.7,0
MESSKIT02,UNIT4,9/25/2018 11:42,36.4961155,-119.384078,85,14.3,125.5,666.6,4611.8,6012.2,0
MESSKIT02,UNIT4,9/25/2018 11:43,36.496103,-119.3850773,83,10.2,10.2,10.2,8439.9,10292.1,0
MESSKIT02,UNIT4,9/25/2018 11:44,36.49608983,-119.3856352,85,8.7,64.9,178.9,756.7,909.5,0
MESSKIT02,UNIT4,9/25/2018 11:45,36.49613417,-119.385471,84,6.4,6.4,6.4,2472.9,4458.8,0
MESSKIT0R,UNIT5,9/25/2018 11:45,36.49638483,-119.3852005,81,6.8,6.8,6.8,1316.7,1485.6,0
MESSKIT02,UNIT4,9/25/2018 11:46,36.496166,-119.3848775,84,11.6,211.4,925,5912.3,6870.1,0
MESSKIT0R,UNIT5,9/25/2018 11:46,36.496384,-119.3851328,90,6.4,30.1,71.2,192.8,200.2,0
MESSKIT02,UNIT4,9/25/2018 11:47,36.49614517,-119.3834175,85,6.6,6.7,121.9,726.9,842.8,0
MESSKIT0R,UNIT5,9/25/2018 11:47,36.49635967,-119.3839743,94,6.6,6.6,63.9,973.6,1115.4,0
MESSKIT02,UNIT4,9/25/2018 11:48,36.49603583,-119.3819602,82,30.2,621.2,2873.7,24348.2,28347.2,0
MESSKIT0R,UNIT5,9/25/2018 11:48,36.49631367,-119.3821153,91,9,23.5,558.8,3896.7,4674.5,0
MESSKIT02,UNIT4,9/25/2018 11:49,36.49605133,-119.3818222,83,23.1,398.5,2127,17794.4,20678.9,0
MESSKIT02,UNIT4,9/25/2018 11:50,36.49600483,-119.3818883,89,9.7,176.8,401.5,2711,3025.3,0
MESSKIT02,UNIT4,9/25/2018 11:51,36.4960395,-119.3825253,93,6.8,19.5,66.9,225.2,251.7,0
MESSKIT02,UNIT4,9/25/2018 11:52,36.49616383,-119.3838888,88,7,36,85,264.7,291.8,0
MESSKIT02,UNIT4,9/25/2018 11:53,36.496177,-119.3858267,87,7.8,117.5,206.1,789.5,1017.6,0
MESSKIT02,UNIT4,9/25/2018 11:54,36.49612483,-119.385864,81,6.6,25.7,73.9,236.1,259,0
MESSKIT02,UNIT4,9/25/2018 11:55,36.496101,-119.3827387,84,6.6,25.4,85.4,332.4,362,0
MESSKIT0R,UNIT5,9/25/2018 13:23,36.496237,-119.381439,98,3.1,3.1,3.1,1000.3,1185.8,0
MESSKIT02,UNIT4,9/25/2018 13:24,36.49624267,-119.3816857,80,3.2,3.2,3.2,1583.1,2843.6,0
MESSKIT02,UNIT4,9/25/2018 13:25,36.49622717,-119.3822512,82,8.6,301.7,330.5,468,506.3,0
MESSKIT0R,UNIT5,9/25/2018 13:25,36.496327,-119.3818085,93,6.3,6.3,6.3,7382.4,9285.7,0
MESSKIT0R,UNIT5,9/25/2018 13:26,36.49633117,-119.3823258,92,45.1,1645.6,4801.3,22921.7,25675.5,0
MESSKIT0R,UNIT5,9/25/2018 13:27,36.4961965,-119.3832573,88,8,128.9,509,2343.4,2667.6,0
MESSKIT02,UNIT4,9/25/2018 13:28,36.496321,-119.3843475,80,3.2,3.2,3.2,4251.7,6908.2,0
MESSKIT0R,UNIT5,9/25/2018 13:28,36.49618783,-119.3839665,89,3.1,3.1,3.1,3172.1,4097.3,0
MESSKIT02,UNIT4,9/25/2018 13:29,36.49633583,-119.3846165,80,17.3,399.8,698.5,3878.6,4385.2,0
MESSKIT0R,UNIT5,9/25/2018 13:29,36.49619583,-119.3846752,87,28.2,804,1179,2782.1,3029.3,0
MESSKIT0R,UNIT5,9/25/2018 13:30,36.49621983,-119.3851043,83,7.2,7.2,157.6,4698,5539.3,0
MESSKIT02,UNIT4,9/25/2018 13:31,36.496351,-119.3854942,86,2.6,2.6,2.6,564.4,2955.8,0
MESSKIT0R,UNIT5,9/25/2018 13:31,36.4963675,-119.3851078,86,43.8,2239.1,3176.8,8832.5,9656.6,0
MESSKIT02,UNIT4,9/25/2018 13:32,36.49632017,-119.3849048,89,17,160.9,2199.9,17472,20393.6,0
MESSKIT0R,UNIT5,9/25/2018 13:32,36.49653067,-119.385104,80,30.2,803.9,1892.8,6325.9,6778.3,0
